user_key,user_id,gender,age_group,country,city,registration_date,email_domain,is_premium
7410,USR007410,female, 25-34,Brazil,City_35,01-05-2019,outlook.com,Yes
7411,USR007411,M,25-34,Germany,,22-02-2019,gmail.com,yes
7412,USR007412,male,,India,,20-07-2023,yahoo.com,0
7413,USR007413,,18-24,UK,,03-05-2022,yahoo.com,1
7414,USR007414,other,25-34,USA,,05-06-2022,gmail.com,1
7415,USR007415,M,18-24 ,Canada,N/A,30-10-2022,hotmail.com,yes
7416,USR007416,MALE,25 to 34,France,  ,31-10-2021,gmail.com,0
7417,USR007417,O,18-24 ,USA,N/A,23-08-2019,yahoo.com,Yes
7418,USR007418,Male,25 to 34,Australia,City_50,04-12-2019,gmail.com,1
7419,USR007419,FEMALE,25-34,Canada,City_44,06-09-2023,gmail.com,yes
7420,USR007420,F,25 to 34,France,  ,12-01-2023,outlook.com,Yes
7421,USR007421,O,55+,India,City_34,31-10-2023,yahoo.com,NO
7422,USR007422,,18-24 ,Australia,City_20,02-07-2022,yahoo.com,Yes
7423,USR007423,male,,Australia,  ,14-07-2021,hotmail.com,0
7424,USR007424,Male,18-24 ,Brazil,City_25,19-12-2022,,
7425,USR007425,Female,,Germany,N/A,15-08-2019,hotmail.com,NO
7426,USR007426,Male,18-24 ,USA,City_50,09-06-2023,gmail.com,1
7427,USR007427,other,,Japan,City_3,17-04-2022,,0
7428,USR007428,Other,55+,France,City_5,05-10-2019,hotmail.com,1
7429,USR007429,male,,Mexico,N/A,17-09-2022,gmail.com,NO
7430,USR007430,female,18-24 ,India,  ,06-12-2022,outlook.com,Yes
7431,USR007431,FEMALE,18_24,USA,N/A,28-09-2023,gmail.com,NO
7432,USR007432,Male,45-54,Australia,,11-06-2023,yahoo.com,1
7433,USR007433,male,45-54,Brazil,  ,09-08-2022,hotmail.com,yes
7434,USR007434,,25 to 34,Mexico,N/A,14-01-2020,gmail.com,0
7435,USR007435,other,35-44,UK,,23-11-2021,hotmail.com,
7436,USR007436,O,18-24,France,,02-12-2021,outlook.com,0
7437,USR007437,Female,18-24 ,USA,City_37,05-07-2021,,0
7438,USR007438,Male, 25-34,Japan,  ,23-10-2023,hotmail.com,Yes
7439,USR007439,Other,,India,,18-09-2020,yahoo.com,
7440,USR007440,Female,,Germany,  ,10-02-2023,gmail.com,Yes
7441,USR007441,other,18-24 ,Canada,N/A,07-06-2019,outlook.com,0
7442,USR007442,MALE, 25-34,India,City_32,17-11-2020,yahoo.com,
7443,USR007443,female,,USA,,25-12-2022,hotmail.com,0
7444,USR007444,MALE,,Canada,City_10,25-04-2022,gmail.com,1
7445,USR007445,MALE,,India,City_13,04-11-2023,hotmail.com,
7446,USR007446,Female,35-44,Mexico,  ,10-06-2020,yahoo.com,0
7447,USR007447,Female,35-44,UK,  ,29-06-2022,gmail.com,1
7448,USR007448,, 25-34,Australia,,04-11-2019,gmail.com,0
7449,USR007449,female, 25-34,Brazil,City_23,28-06-2023,gmail.com,0
7450,USR007450,FEMALE,18-24,India,City_7,29-12-2020,outlook.com,1
7451,USR007451,other,35-44,Canada,City_38,26-06-2020,yahoo.com,0
7452,USR007452,male,18-24 ,India,  ,26-07-2022,yahoo.com,Yes
7453,USR007453,Female, 25-34,Germany,  ,28-01-2020,yahoo.com,1
7454,USR007454,M,35-44,India,City_48,02-09-2020,gmail.com,NO
7455,USR007455,M, 25-34,France,  ,20-12-2022,gmail.com,NO
7456,USR007456,Female,18-24 ,France,  ,08-11-2020,yahoo.com,NO
7457,USR007457,male,18-24,India,,09-08-2023,gmail.com,NO
7458,USR007458,Male, 25-34,France,N/A,01-04-2019,yahoo.com,NO
7459,USR007459,Other,35-44,USA,City_40,01-11-2019,outlook.com,0
7460,USR007460,,35-44,Canada,,09-04-2021,hotmail.com,NO
7461,USR007461,,25 to 34,UK,,23-05-2021,,1
7462,USR007462,male,35-44,Australia,N/A,17-06-2020,gmail.com,1
7463,USR007463,MALE,45-54,UK,N/A,13-08-2022,hotmail.com,1
7464,USR007464,,25-34,France,N/A,22-12-2019,outlook.com,0
7465,USR007465,female,18-24,UK,City_28,08-09-2021,hotmail.com,0
7466,USR007466,, 25-34,Mexico,N/A,12-05-2020,gmail.com,1
7467,USR007467,female,,Australia,  ,26-12-2021,outlook.com,yes
7468,USR007468,Female,35-44,France,,24-12-2022,gmail.com,
7469,USR007469,M,55+,UK,  ,06-06-2021,yahoo.com,0
7470,USR007470,O,18-24 ,Brazil,,04-07-2022,yahoo.com,0
7471,USR007471,Female,45-54,Brazil,N/A,04-05-2022,gmail.com,
7472,USR007472,Other,18-24,France,,16-10-2023,gmail.com,yes
7473,USR007473,MALE,,Japan,N/A,17-03-2021,outlook.com,yes
7474,USR007474,M, 25-34,India,  ,17-09-2023,gmail.com,Yes
7475,USR007475,male,35-44,India,,14-06-2021,,0
7476,USR007476,Female,55+,Canada,City_2,24-07-2020,hotmail.com,0
7477,USR007477,Other,18_24,UK,,28-01-2022,,0
7478,USR007478,female,55+,France,,09-05-2019,yahoo.com,0
7479,USR007479,,45-54,France,,05-12-2023,,yes
7480,USR007480,FEMALE,45-54,Mexico,N/A,20-06-2019,outlook.com,1
7481,USR007481,Male,,Japan,City_46,18-03-2019,,1
7482,USR007482,M,25 to 34,Mexico,N/A,15-11-2020,gmail.com,0
7483,USR007483,Male,,UK,N/A,24-05-2019,gmail.com,1
7484,USR007484,FEMALE, 25-34,Canada,,18-04-2023,gmail.com,0
7485,USR007485,other, 25-34,Brazil,N/A,17-12-2019,outlook.com,0
7486,USR007486,Male,35-44,USA,  ,04-03-2022,yahoo.com,
7487,USR007487,male,,USA,City_20,04-08-2022,yahoo.com,0
7488,USR007488,F,18-24,Australia,  ,03-02-2023,hotmail.com,yes
7489,USR007489,Male,18-24 ,France,,05-10-2019,gmail.com,1
7490,USR007490,male,25-34,India,City_15,02-12-2022,hotmail.com,Yes
7491,USR007491,F,25-34,Australia,N/A,04-12-2023,yahoo.com,NO
7492,USR007492,F,18-24 ,Mexico,N/A,17-08-2021,gmail.com,0
7493,USR007493,M,,USA,  ,31-10-2019,outlook.com,yes
7494,USR007494,O,25 to 34,Mexico,N/A,05-08-2023,outlook.com,1
7495,USR007495,Other,55+,Australia,N/A,09-07-2020,yahoo.com,NO
7496,USR007496,Other,35-44,USA,City_32,23-01-2020,gmail.com,0
7497,USR007497,other,45-54,UK,,09-02-2019,,yes
7498,USR007498,O,18_24,Canada,,16-02-2023,gmail.com,
7499,USR007499,O,,Australia,City_49,22-05-2021,,NO
7500,USR007500,FEMALE,45-54,Australia,City_15,06-10-2021,gmail.com,
7501,USR007501,Other, 25-34,UK,N/A,22-08-2021,yahoo.com,0
7502,USR007502,female,,India,N/A,16-10-2021,gmail.com,NO
7503,USR007503,Female,18-24,France,City_18,18-06-2022,gmail.com,Yes
7504,USR007504,female,55+,India,,24-11-2021,outlook.com,1
7505,USR007505,MALE,35-44,France,City_16,23-04-2020,gmail.com,0
7506,USR007506,O,18-24 ,UK,N/A,20-09-2022,,0
7507,USR007507,other,55+,India,N/A,28-02-2021,gmail.com,1
7508,USR007508,,25 to 34,Germany,N/A,21-07-2021,yahoo.com,0
7509,USR007509,male, 25-34,Mexico,N/A,28-07-2021,gmail.com,NO
7510,USR007510,FEMALE,25 to 34,USA,,05-11-2021,outlook.com,Yes
7511,USR007511,Other,25-34,Canada,N/A,17-05-2019,gmail.com,0
7512,USR007512,M,25 to 34,India,,24-01-2019,hotmail.com,
7513,USR007513,male,35-44,UK,  ,07-10-2021,gmail.com,NO
7514,USR007514,O,18_24,Australia,N/A,07-01-2019,outlook.com,0
7515,USR007515,FEMALE,55+,Germany,,11-11-2021,yahoo.com,NO
7516,USR007516,male,18-24 ,Brazil,  ,16-11-2022,gmail.com,0
7517,USR007517,FEMALE,18-24 ,Brazil,N/A,03-10-2019,gmail.com,Yes
7518,USR007518,Female,35-44,Brazil,  ,29-05-2020,gmail.com,Yes
7519,USR007519,other,18-24 ,Germany,  ,21-04-2019,hotmail.com,0
7520,USR007520,other,25 to 34,Japan,  ,27-10-2021,hotmail.com,Yes
7521,USR007521,O,,Mexico,,02-06-2022,hotmail.com,yes
7522,USR007522,FEMALE,25-34,Australia,  ,11-06-2023,gmail.com,Yes
7523,USR007523,FEMALE,18-24,UK,,01-04-2020,yahoo.com,yes
7524,USR007524,MALE,,Brazil,N/A,20-07-2022,hotmail.com,1
7525,USR007525,MALE,18-24 ,Japan,  ,04-01-2021,outlook.com,1
7526,USR007526,M, 25-34,France,,20-06-2019,hotmail.com,1
7527,USR007527,Other,45-54,Canada,,06-01-2023,gmail.com,0
7528,USR007528,Female,45-54,India,N/A,23-11-2022,yahoo.com,0
7529,USR007529,female,18-24 ,USA,City_42,30-10-2023,outlook.com,0
7530,USR007530,F,45-54,UK,City_46,24-03-2020,gmail.com,0
7531,USR007531,M,18-24 ,India,  ,27-01-2020,gmail.com,
7532,USR007532,O,,Brazil,City_7,01-03-2023,outlook.com,yes
7533,USR007533,other,55+,UK,  ,10-04-2023,outlook.com,
7534,USR007534,female,18_24,Brazil,N/A,18-07-2019,yahoo.com,0
7535,USR007535,female,18-24 ,UK,,28-12-2020,yahoo.com,1
7536,USR007536,FEMALE,25 to 34,Japan,  ,19-07-2021,,
7537,USR007537,FEMALE,18-24 ,Germany,  ,26-03-2022,gmail.com,0
7538,USR007538,Male,45-54,Australia,N/A,01-01-2020,gmail.com,0
7539,USR007539,male,35-44,Mexico,N/A,23-04-2019,yahoo.com,0
7540,USR007540,FEMALE,18-24 ,India,City_32,24-02-2022,yahoo.com,0
7541,USR007541,male,25 to 34,Mexico,  ,05-01-2020,yahoo.com,0
7542,USR007542,female,45-54,USA,N/A,07-10-2022,outlook.com,0
7543,USR007543,FEMALE,25 to 34,UK,City_49,24-05-2020,gmail.com,
7544,USR007544,FEMALE,25 to 34,Germany,,09-06-2023,yahoo.com,NO
7545,USR007545,M,45-54,Canada,,04-06-2021,gmail.com,NO
7546,USR007546,Female,45-54,Japan,,28-02-2021,outlook.com,0
7547,USR007547,female,,Germany,N/A,21-06-2019,,1
7548,USR007548,Other,25 to 34,India,City_21,25-08-2023,gmail.com,0
7549,USR007549,Other,,UK,N/A,26-12-2022,outlook.com,yes
7550,USR007550,M,18-24,France,N/A,04-03-2021,gmail.com,yes
7551,USR007551,,18-24 ,Brazil,,09-08-2022,yahoo.com,1
7552,USR007552,male,18_24,Mexico,  ,02-12-2019,gmail.com,1
7553,USR007553,F,25-34,Canada,  ,03-02-2019,gmail.com,
7554,USR007554,O, 25-34,Australia,,18-06-2019,,1
7555,USR007555,male,35-44,India,,02-07-2021,hotmail.com,yes
7556,USR007556,female,25 to 34,Germany,,20-08-2023,gmail.com,1
7557,USR007557,,18-24 ,Mexico,  ,06-11-2019,,yes
7558,USR007558,other,25-34,Australia,  ,22-04-2022,,
7559,USR007559,male,18_24,Canada,  ,21-07-2023,yahoo.com,1
7560,USR007560,Female,,India,  ,28-10-2020,gmail.com,0
7561,USR007561,,,UK,City_29,11-02-2023,outlook.com,
7562,USR007562,FEMALE,25 to 34,Brazil,City_22,28-08-2019,,0
7563,USR007563,F,55+,Germany,  ,23-10-2022,gmail.com,yes
7564,USR007564,Other,25-34,Australia,N/A,15-10-2019,hotmail.com,
7565,USR007565,F,,Japan,,20-02-2021,outlook.com,1
7566,USR007566,MALE, 25-34,UK,,12-08-2022,hotmail.com,yes
7567,USR007567,Other,45-54,Brazil,City_35,22-09-2023,hotmail.com,0
7568,USR007568,MALE,55+,India,,25-11-2023,outlook.com,yes
7569,USR007569,,35-44,Japan,  ,01-04-2021,,0
7570,USR007570,M,18-24 ,Japan,,29-04-2019,yahoo.com,1
7571,USR007571,FEMALE,18-24,Germany,City_30,28-10-2022,gmail.com,1
7572,USR007572,F,,Australia,City_25,25-02-2022,yahoo.com,Yes
7573,USR007573,male,45-54,Brazil,N/A,04-11-2023,outlook.com,0
7574,USR007574,female,45-54,France,,07-05-2021,yahoo.com,0
7575,USR007575,MALE,18-24,USA,N/A,16-04-2022,gmail.com,1
7576,USR007576,O,18-24 ,France,N/A,16-05-2021,gmail.com,0
7577,USR007577,Other,18-24 ,Canada,  ,09-05-2023,,1
7578,USR007578,F,25 to 34,Japan,N/A,15-08-2019,hotmail.com,0
7579,USR007579,F,,Brazil,,29-06-2019,gmail.com,1
7580,USR007580,Other,18_24,India,N/A,09-10-2023,gmail.com,yes
7581,USR007581,female,35-44,Germany,,10-02-2019,hotmail.com,1
7582,USR007582,,55+,Australia,  ,09-02-2022,outlook.com,1
7583,USR007583,O,18-24 ,Brazil,  ,08-07-2020,gmail.com,
7584,USR007584,MALE,,France,N/A,04-01-2019,hotmail.com,0
7585,USR007585,M,18-24 ,France,,11-10-2022,outlook.com,Yes
7586,USR007586,other,25 to 34,UK,City_27,05-05-2020,gmail.com,1
7587,USR007587,other,18_24,USA,,03-07-2022,yahoo.com,
7588,USR007588,male,45-54,Japan,,25-02-2019,yahoo.com,0
7589,USR007589,O,45-54,Mexico,  ,01-03-2023,gmail.com,yes
7590,USR007590,O,25 to 34,Canada,,09-03-2022,gmail.com,1
7591,USR007591,Other,25 to 34,Canada,,05-01-2020,gmail.com,yes
7592,USR007592,FEMALE,25-34,Germany,City_9,10-09-2022,gmail.com,NO
7593,USR007593,male,55+,France,N/A,03-09-2022,gmail.com,NO
7594,USR007594,Other,18-24,Japan,  ,07-10-2022,outlook.com,0
7595,USR007595,Other,45-54,Brazil,  ,04-09-2021,outlook.com,0
7596,USR007596,FEMALE,18_24,Australia,City_47,11-03-2021,gmail.com,Yes
7597,USR007597,female,18_24,Australia,  ,17-09-2021,yahoo.com,Yes
7598,USR007598,,55+,UK,  ,19-03-2020,outlook.com,Yes
7599,USR007599,male,45-54,Germany,  ,01-04-2023,outlook.com,0
7600,USR007600,FEMALE, 25-34,UK,,23-04-2021,hotmail.com,1
7601,USR007601,M, 25-34,Germany,,12-02-2019,,0
7602,USR007602,Female,18-24,Australia,  ,06-05-2023,yahoo.com,0
7603,USR007603,F,55+,India,City_50,18-12-2021,gmail.com,Yes
7604,USR007604,male,55+,Australia,,04-05-2021,hotmail.com,1
7605,USR007605,Other,45-54,Australia,N/A,13-04-2020,outlook.com,
7606,USR007606,male,35-44,Canada,City_15,06-07-2023,gmail.com,yes
7607,USR007607,other,55+,Mexico,,28-02-2020,gmail.com,
7608,USR007608,Other,18-24,Mexico,,23-03-2020,hotmail.com,1
7609,USR007609,F,18-24,France,N/A,30-07-2023,yahoo.com,NO
7610,USR007610,female, 25-34,Australia,  ,09-04-2022,yahoo.com,
7611,USR007611,FEMALE,25-34,Brazil,  ,04-05-2022,hotmail.com,0
7612,USR007612,other,18-24 ,Mexico,City_40,20-08-2022,gmail.com,0
7613,USR007613,other,,USA,N/A,10-12-2020,gmail.com,yes
7614,USR007614,Male,35-44,UK,N/A,01-04-2019,yahoo.com,0
7615,USR007615,male,,Japan,N/A,12-03-2021,gmail.com,Yes
7616,USR007616,MALE, 25-34,Mexico,N/A,11-03-2021,outlook.com,yes
7617,USR007617,M,18_24,Brazil,N/A,09-12-2022,,yes
7618,USR007618,Other,35-44,Mexico,,08-04-2021,gmail.com,yes
7619,USR007619,other,25 to 34,Canada,,09-08-2022,outlook.com,0
7620,USR007620,Male,,UK,  ,07-10-2021,gmail.com,Yes
7621,USR007621,M,18-24 ,UK,N/A,26-05-2021,gmail.com,yes
7622,USR007622,other,25-34,India,N/A,18-01-2019,gmail.com,0
7623,USR007623,M,55+,Brazil,  ,11-06-2023,gmail.com,yes
7624,USR007624,FEMALE,,UK,  ,06-01-2023,outlook.com,0
7625,USR007625,,55+,Mexico,,28-11-2020,yahoo.com,yes
7626,USR007626,Female,45-54,France,N/A,26-12-2020,hotmail.com,0
7627,USR007627,F,25 to 34,Australia,City_25,10-02-2019,,NO
7628,USR007628,Other,,UK,,13-12-2021,gmail.com,1
7629,USR007629,Other,55+,UK,City_14,15-08-2022,hotmail.com,Yes
7630,USR007630,FEMALE,35-44,Australia,,24-02-2019,yahoo.com,1
7631,USR007631,MALE,25 to 34,Mexico,N/A,21-08-2022,gmail.com,1
7632,USR007632,MALE,35-44,Mexico,  ,17-03-2019,hotmail.com,0
7633,USR007633,other,18-24 ,UK,N/A,26-11-2020,outlook.com,1
7634,USR007634,female,18-24,India,,30-08-2023,yahoo.com,NO
7635,USR007635,Female,25-34,Australia,,10-04-2019,hotmail.com,
7636,USR007636,Other,18-24,Australia,N/A,22-10-2022,yahoo.com,
7637,USR007637,other,18-24 ,Australia,,31-05-2022,gmail.com,1
7638,USR007638,Female,18_24,USA,  ,20-04-2019,gmail.com,1
7639,USR007639,F,,Canada,City_25,28-01-2022,yahoo.com,1
7640,USR007640,O,18-24 ,Mexico,N/A,22-03-2020,gmail.com,NO
7641,USR007641,female,35-44,Mexico,N/A,30-03-2019,hotmail.com,NO
7642,USR007642,male,18-24 ,Australia,City_10,02-05-2021,outlook.com,1
7643,USR007643,Other, 25-34,UK,,05-07-2022,gmail.com,1
7644,USR007644,Male,18_24,Germany,N/A,27-06-2022,outlook.com,1
7645,USR007645,Other,18-24,Japan,City_20,18-01-2020,outlook.com,
7646,USR007646,, 25-34,Australia,  ,08-01-2021,yahoo.com,Yes
7647,USR007647,F,18-24 ,Mexico,N/A,09-04-2019,hotmail.com,0
7648,USR007648,M, 25-34,Mexico,City_19,17-11-2022,hotmail.com,1
7649,USR007649,Female,35-44,Mexico,City_41,24-12-2022,hotmail.com,1
7650,USR007650,Male,18-24 ,UK,,24-04-2022,,0
7651,USR007651,female,25 to 34,Mexico,,09-04-2023,gmail.com,0
7652,USR007652,,18-24,Mexico,City_44,31-10-2021,gmail.com,0
7653,USR007653,Male,55+,France,City_15,26-08-2023,hotmail.com,1
7654,USR007654,Male,18-24 ,Germany,City_4,15-03-2019,,1
7655,USR007655,O,25 to 34,Germany,N/A,20-12-2020,hotmail.com,
7656,USR007656,,25 to 34,Japan,N/A,29-01-2021,hotmail.com,Yes
7657,USR007657,female,18-24,France,,01-06-2021,gmail.com,
7658,USR007658,male,18_24,Canada,,27-08-2020,outlook.com,Yes
7659,USR007659,Female,18-24,Australia,  ,30-09-2020,hotmail.com,NO
7660,USR007660,Male,35-44,France,  ,27-06-2023,hotmail.com,1
7661,USR007661,MALE,,France,City_20,09-06-2019,gmail.com,1
7662,USR007662,F,25-34,Canada,City_19,13-04-2022,gmail.com,Yes
7663,USR007663,O,25-34,Canada,  ,21-03-2022,yahoo.com,NO
7664,USR007664,Other,35-44,Canada,N/A,14-03-2023,hotmail.com,
7665,USR007665,F,35-44,Mexico,,12-08-2020,,
7666,USR007666,other,25-34,UK,  ,06-05-2023,,NO
7667,USR007667,female,18_24,Japan,City_5,19-05-2019,hotmail.com,yes
7668,USR007668,O,35-44,Australia,City_41,25-09-2023,gmail.com,yes
7669,USR007669,F,45-54,India,  ,17-09-2019,yahoo.com,NO
7670,USR007670,F,25-34,Brazil,N/A,19-06-2020,gmail.com,0
7671,USR007671,F,18-24 ,USA,City_6,08-03-2020,gmail.com,0
7672,USR007672,F,18-24 ,Germany,N/A,05-05-2021,gmail.com,Yes
7673,USR007673,,18-24 ,Brazil,City_48,15-05-2019,gmail.com,1
7674,USR007674,MALE,25-34,France,City_48,14-03-2021,yahoo.com,0
7675,USR007675,other, 25-34,UK,N/A,09-04-2019,yahoo.com,0
7676,USR007676,M,18-24 ,India,  ,31-01-2021,yahoo.com,1
7677,USR007677,FEMALE,25-34,France,City_27,27-01-2019,yahoo.com,1
7678,USR007678,M,,Brazil,City_41,02-12-2022,hotmail.com,0
7679,USR007679,MALE, 25-34,Mexico,  ,04-01-2020,,1
7680,USR007680,,18_24,Germany,  ,06-05-2022,gmail.com,Yes
7681,USR007681,F,18-24,USA,City_13,25-07-2022,,
7682,USR007682,female,18_24,Japan,N/A,20-03-2023,gmail.com,yes
7683,USR007683,F, 25-34,Germany,  ,11-04-2022,gmail.com,0
7684,USR007684,M, 25-34,Mexico,City_18,03-06-2022,gmail.com,0
7685,USR007685,Female,35-44,France,N/A,28-03-2019,,0
7686,USR007686,other,18_24,Germany,N/A,20-06-2021,yahoo.com,Yes
7687,USR007687,M,25-34,Mexico,  ,28-03-2021,gmail.com,0
7688,USR007688,M,45-54,USA,N/A,08-07-2019,gmail.com,1
7689,USR007689,Male,,UK,,05-04-2022,gmail.com,1
7690,USR007690,male,35-44,UK,N/A,29-08-2019,hotmail.com,yes
7691,USR007691,other,25-34,Australia,City_23,11-04-2023,gmail.com,1
7692,USR007692,Male,55+,India,  ,14-07-2022,yahoo.com,yes
7693,USR007693,M,45-54,India,,30-10-2021,gmail.com,
7694,USR007694,O,45-54,India,,13-08-2019,hotmail.com,Yes
7695,USR007695,FEMALE,18-24,USA,  ,28-02-2023,gmail.com,0
7696,USR007696,other,18_24,Brazil,  ,27-09-2020,gmail.com,NO
7697,USR007697,F,18-24,Brazil,N/A,05-06-2022,hotmail.com,0
7698,USR007698,M,18-24,India,City_5,02-12-2023,gmail.com,yes
7699,USR007699,male,45-54,Canada,City_42,03-01-2022,,NO
7700,USR007700,M,,Australia,N/A,07-03-2020,,yes
7701,USR007701,other,18-24,UK,,25-04-2021,hotmail.com,NO
7702,USR007702,F,18-24,Mexico,  ,07-10-2021,gmail.com,1
7703,USR007703,FEMALE,45-54,USA,,04-12-2021,outlook.com,0
7704,USR007704,O,45-54,Brazil,City_16,23-06-2020,gmail.com,Yes
7705,USR007705,Other,35-44,Germany,City_23,03-06-2022,,Yes
7706,USR007706,F,35-44,India,N/A,30-01-2019,outlook.com,0
7707,USR007707,Other,18_24,Brazil,City_29,30-04-2020,,1
7708,USR007708,M,18-24 ,Mexico,  ,02-10-2019,gmail.com,0
7709,USR007709,FEMALE,18-24 ,USA,,12-09-2023,gmail.com,NO
7710,USR007710,, 25-34,Germany,,11-07-2019,,yes
7711,USR007711,F, 25-34,Brazil,City_50,10-07-2021,outlook.com,1
7712,USR007712,,18-24,USA,City_32,25-06-2021,gmail.com,0
7713,USR007713,FEMALE,18_24,India,N/A,25-07-2020,outlook.com,0
7714,USR007714,F,55+,Germany,  ,28-02-2022,gmail.com,NO
7715,USR007715,female,,France,  ,04-09-2023,hotmail.com,0
7716,USR007716,MALE,18-24,Mexico,City_48,25-11-2022,outlook.com,1
7717,USR007717,M, 25-34,Canada,,11-07-2019,hotmail.com,1
7718,USR007718,F,18_24,Japan,,01-09-2019,gmail.com,NO
7719,USR007719,Other,25-34,UK,City_11,20-04-2023,hotmail.com,1
7720,USR007720,Male,18-24,France,City_12,06-09-2021,gmail.com,0
7721,USR007721,Other,45-54,Canada,,10-06-2021,gmail.com,0
7722,USR007722,FEMALE,25 to 34,UK,  ,17-06-2021,gmail.com,NO
7723,USR007723,O,18-24,India,City_9,12-11-2020,yahoo.com,NO
7724,USR007724,MALE,45-54,Mexico,N/A,30-01-2021,,1
7725,USR007725,O,45-54,Mexico,City_36,17-02-2019,outlook.com,0
7726,USR007726,,25 to 34,France,,20-11-2022,,
7727,USR007727,Female,,Australia,N/A,29-09-2022,outlook.com,1
7728,USR007728,F,18-24,Japan,  ,07-06-2023,gmail.com,0
7729,USR007729,,18-24 ,Australia,  ,25-03-2019,yahoo.com,yes
7730,USR007730,Other,25-34,Brazil,City_49,25-07-2020,hotmail.com,
7731,USR007731,female,25 to 34,UK,,21-01-2020,gmail.com,1
7732,USR007732,Male,18-24 ,UK,,19-08-2023,gmail.com,Yes
7733,USR007733,Male,18_24,Brazil,City_18,08-10-2021,hotmail.com,0
7734,USR007734,Other,35-44,India,  ,25-11-2020,,0
7735,USR007735,FEMALE, 25-34,Japan,City_16,07-08-2022,yahoo.com,1
7736,USR007736,O,45-54,Mexico,,19-11-2023,gmail.com,0
7737,USR007737,female,35-44,UK,City_24,12-02-2020,yahoo.com,1
7738,USR007738,male,18_24,India,,20-02-2023,,yes
7739,USR007739,Other,18-24,France,  ,26-11-2023,hotmail.com,0
7740,USR007740,FEMALE,25 to 34,UK,N/A,04-08-2019,,
7741,USR007741,O,55+,Germany,,11-11-2020,outlook.com,
7742,USR007742,male,55+,Japan,,04-08-2023,gmail.com,
7743,USR007743,M,18_24,Germany,  ,01-07-2021,hotmail.com,yes
7744,USR007744,O,18-24 ,India,City_19,26-12-2020,gmail.com,NO
7745,USR007745,O,18_24,Mexico,,13-08-2022,outlook.com,Yes
7746,USR007746,, 25-34,Canada,N/A,23-09-2022,gmail.com,1
7747,USR007747,Female,35-44,Australia,  ,27-10-2023,gmail.com,0
7748,USR007748,FEMALE,45-54,Australia,  ,28-09-2019,gmail.com,NO
7749,USR007749,,25 to 34,Mexico,  ,30-12-2019,gmail.com,1
7750,USR007750,male,55+,USA,City_48,25-06-2022,,0
7751,USR007751,,18-24 ,Mexico,,21-10-2020,hotmail.com,yes
7752,USR007752,Other,45-54,Brazil,N/A,18-04-2019,hotmail.com,yes
7753,USR007753,male,18-24 ,France,  ,06-01-2023,gmail.com,1
7754,USR007754,MALE,55+,Mexico,  ,07-01-2022,gmail.com,1
7755,USR007755,FEMALE, 25-34,Australia,N/A,22-05-2020,outlook.com,0
7756,USR007756,other,25-34,UK,,14-08-2023,,NO
7757,USR007757,O,55+,Mexico,City_9,18-02-2022,yahoo.com,yes
7758,USR007758,other,,France,  ,17-03-2021,,0
7759,USR007759,other,18-24,India,  ,15-03-2019,yahoo.com,0
7760,USR007760,male,,Japan,  ,10-02-2020,yahoo.com,1
7761,USR007761,other,25 to 34,Australia,N/A,09-04-2022,gmail.com,NO
7762,USR007762,other,18_24,France,City_43,01-05-2019,outlook.com,Yes
7763,USR007763,, 25-34,UK,City_22,12-03-2020,hotmail.com,1
7764,USR007764,Other,45-54,India,City_21,19-05-2021,,0
7765,USR007765,Female,35-44,USA,,12-10-2021,,yes
7766,USR007766,Other,25-34,Canada,N/A,19-08-2020,gmail.com,
7767,USR007767,Male,18-24,Japan,,11-02-2022,,0
7768,USR007768,female, 25-34,Germany,City_7,29-05-2021,,0
7769,USR007769,,25-34,India,City_40,24-06-2021,outlook.com,0
7770,USR007770,Male,45-54,Canada,  ,08-10-2023,gmail.com,1
7771,USR007771,FEMALE,45-54,Mexico,  ,07-01-2021,gmail.com,0
7772,USR007772,FEMALE,25 to 34,Australia,,21-03-2021,hotmail.com,0
7773,USR007773,,55+,Australia,City_37,24-08-2021,,1
7774,USR007774,FEMALE,45-54,USA,City_45,22-01-2021,gmail.com,0
7775,USR007775,Other,25 to 34,France,City_31,14-10-2023,yahoo.com,NO
7776,USR007776,O,55+,Australia,  ,21-02-2020,gmail.com,1
7777,USR007777,female,18-24 ,Mexico,City_46,01-05-2023,gmail.com,Yes
7778,USR007778,F,,Japan,,16-06-2023,gmail.com,1
7779,USR007779,female,18-24,Canada,  ,27-10-2020,gmail.com,1
